"astro-ph/0012419","Michael T. Murphy","M. T. Murphy (UNSW), J. K. Webb (UNSW), V. V. Flambaum (UNSW), V. A.
  Dzuba (UNSW), C. W. Churchill (PSU), J. X. Prochaska (OCIW), J. D. Barrow
  (DAMTP), A. M. Wolfe (UCSD)","Possible evidence for a variable fine structure constant from QSO
  absorption lines: motivations, analysis and results","17 pages, 3 figures, MNRAS in press, corrected small typos and added
  an acknowledgment","Mon.Not.Roy.Astron.Soc.327:1208,2001","10.1046/j.1365-8711.2001.04840.x",,"astro-ph gr-qc hep-th nucl-th physics.atom-ph",,"  An experimental search for variation in the fundamental coupling constants is
strongly motivated by modern high-energy physics theories. Comparison of quasar
absorption line spectra with laboratory spectra provides a sensitive probe for
variability of the fine structure constant, alpha, over cosmological
time-scales. We have previously developed and applied a new method providing an
order of magnitude gain in precision over previous optical astrophysical
constraints. Here we extend that work by including new quasar spectra of damped
Lyman-alpha absorption systems. We also re-analyse our previous lower redshift
data and confirm our initial results. The constraints on alpha come from
simultaneous fitting of absorption lines of subsets of the following species:
Mg I, Mg II, Al II, Al III, Si II, Cr II, Fe II, Ni II and Zn II. We present a
detailed description of our methods and results based on an analysis of 49
quasar absorption systems (towards 28 QSOs) covering the redshift range 0.5 < z
< 3.5. There is statistical evidence for a smaller alpha at earlier epochs:
da/a = (-0.72 +/- 0.18) * 10^{-5}. The new and original samples are independent
but separately yield consistent and significant non-zero values of da/a. We
summarise the results of a thorough investigation of systematic effects
published in a companion paper. The value we quote above is the raw value, not
corrected for any of these systematic effects. The only significant systematic
effects so far identified, if removed from our data, would lead to a more
significant deviation of da/a from zero.
","[{""version"":""v1"",""created"":""Wed, 20 Dec 2000 22:50:04 GMT""},{""version"":""v2"",""created"":""Thu, 28 Dec 2000 22:59:05 GMT""},{""version"":""v3"",""created"":""Fri, 19 Jan 2001 02:18:10 GMT""},{""version"":""v4"",""created"":""Sun, 22 Jul 2001 06:36:20 GMT""},{""version"":""v5"",""created"":""Tue, 4 Sep 2001 06:18:42 GMT""}]","2008-11-26"
"math/0012217","Jerome Scherer","Jose L. Rodriguez (Universidad de Almeria), Jerome Scherer (Universite
  de Lausanne), and Jacques Thevenaz (Universite de Lausanne)","Finite simple groups and localization","17 pages. See also http://magma.unil.ch/jscherer/ The two last
  sections (especially that about preservation of simplicity by localizations)
  have been removed and will be the subject of a separate paper. Some proofs
  have been rewritten in a clearer style",,,,"math.GR math.AT",,"  The purpose of this paper is to explore the concept of localization, which
comes from homotopy theory, in the context of finite simple groups. We give an
easy criterion for a finite simple group to be a localization of some simple
subgroup and we apply it in various cases. Iterating this process allows us to
connect many simple groups by a sequence of localizations. We prove that all
sporadic simple groups (except possibly the Monster) and several groups of Lie
type are connected to alternating groups. The question remains open whether or
not there are several connected components within the family of finite simple
groups.
","[{""version"":""v1"",""created"":""Thu, 21 Dec 2000 13:09:15 GMT""},{""version"":""v2"",""created"":""Tue, 2 Oct 2001 11:04:41 GMT""}]","2007-05-23"
"math/0012218","Toby N. Bailey","Toby N Bailey and Liana David","The Penrose transform for compactly supported cohomology",,,,,"math.DG math.RT",,"  We present a version of the Penrose transform which relates compactly
supported cohomology on a complex or CR manifold Z to kernels and cokernels of
differential operators on a parameter space X of compact complex submanifolds
of Z.
","[{""version"":""v1"",""created"":""Thu, 21 Dec 2000 15:45:37 GMT""}]","2007-05-23"
"math/0012219","Bertrand Toen","B. Toen","Affine stacks (Champs affines)","French, 112 pages. New and expended version. Several additional
  applications to algebraic geometry and algebraic topology are included. Final
  version, to appear in Selecta",,,,"math.AG math.AT math.CT",,"  This is an expended and revised version of the preprint ""Schematization of
homotopy types"".
  The purpose of this work is to introduce a notion of \emph{affine stacks},
which is a homotopy version of the notion of affine schemes, and to give
several applications in the context of algebraic topology and algebraic
geometry. As a first application we show how affine stacks can be used in order
to give a new point of view (and new proofs) on rational and $p$-adic homotopy
theory. This gives a first solution to A. Grothendieck's \emph{schematization
problem} described in \cite{gr}. We also use affine stacks in order to
introduce a notion of \emph{schematic homotopy types}. We show that schematic
homotopy types give a second solution to the schematization problem, which also
allows us to go beyound rational and $p$-adic homotopy theory for spaces with
arbitrary fundamental groups. The notion of schematic homotopy types is also
used in order to construct various homotopy types of algebraic varieties
corresponding to various cohomology theories (Betti, de Rham, $l$-adic, ...),
extending the well known constructions of the various fundamental groups.
Finally, as algebraic stacks are obtained by gluing affine schemes we define
\emph{$\infty$-geometric stacks} as a certain gluing of affine stacks. Example
of $\infty$-geometric stacks in the context of algebraic topology (moduli
spaces of dga structures up to quasi-isomorphisms) and Hodge theory
(non-abelian periods) are given.
","[{""version"":""v1"",""created"":""Thu, 21 Dec 2000 14:58:57 GMT""},{""version"":""v2"",""created"":""Thu, 15 Feb 2001 10:55:38 GMT""},{""version"":""v3"",""created"":""Sat, 16 Jun 2001 14:26:58 GMT""},{""version"":""v4"",""created"":""Fri, 8 Aug 2003 14:23:06 GMT""},{""version"":""v5"",""created"":""Thu, 16 Oct 2003 15:39:44 GMT""},{""version"":""v6"",""created"":""Tue, 25 Apr 2006 10:22:20 GMT""}]","2007-05-23"
"nlin/0012042","Henrik Aratyn","H. Aratyn, J.F. Gomes, E. Nissimov, S. Pacheva and A.H. Zimerman","Symmetry Flows, Conservation Laws and Dressing Approach to the
  Integrable Models","34 pgs, contribution to proceedings of ""Integrable Hierarchies and
  Modern Physical Theories"" workshop, Chicago, 2000",,,,"nlin.SI hep-th math-ph math.MP",,"  The graded affine Lie algebras provide a framework in which the dressing
method is applied to the generic type of integrable models. The dressing
formalism is used to develop a unified approach to various symmetry flows
encountered among the integrable hierarchies and to describe related
conservation laws.
","[{""version"":""v1"",""created"":""Wed, 20 Dec 2000 21:46:43 GMT""}]","2007-05-23"
"nlin/0012043","Mariano A. del Olmo","D. Levi, J. Negro and M.A. del Olmo","Lie symmetries of difference equations","8 pages, LaTeX2e. Proceedings of the DI-CRM Workshop, Prague, July
  2000",,"10.1023/A:1017541506672",,"nlin.SI",,"  The discrete heat equation is worked out in order to illustrate the search of
symmetries of difference equations. It is paid an special attention to the Lie
structure of these symmetries, as well as to their dependence on the derivative
discretization. The case of q-symmetries for discrete equations in a q-lattice
is also considered.
","[{""version"":""v1"",""created"":""Thu, 21 Dec 2000 10:50:44 GMT""}]","2009-10-31"
"nlin/0012044","Tokuzo Shimada","Tokuzo Shimada and Kengo Kikuchi","Periodic Cluster Attractors and their Stabilities in the Turbulent
  Globally Coupled Map Lattice","4 pages, 4 figures, submitted to Intern. Symposium on Artificial Life
  and Robotics(AROB),Jan.,2001",,,"Meiji-TS04-2000","nlin.CD",,"  The Globally Coupled Map Lattice (GCML) is one of the basic model of the
intelligence activity. We report that, in its so-called turbulent regime,
periodic windows of the element maps foliate and systematically control the
dynamics of the model. We have found various cluster attractors. In one type of
them, the maps split into several almost equally populated clusters and the
clusters mutually oscillate with a period (p) that is the same with the number
of clusters (c). We name them as maximally symmetric cluster attractors
(MSCA's). The most outstanding are the p3c3 MSCA and its bifurcate. The MSCA is
proved to be linearly stable by Lyapunov analysis. There are also cluster
attractors with p>c. They come out in sequences with increasing coupling. The
formation of the clustors in the very weakly coupled chaotic system may suggest
a new form of an intelligence activity.
","[{""version"":""v1"",""created"":""Thu, 21 Dec 2000 13:30:30 GMT""},{""version"":""v2"",""created"":""Sat, 23 Dec 2000 07:39:52 GMT""}]","2007-05-23"
"nlin/0012045","Maimistov A. I.","Andrei Maimistov","Completely integrable models of non-linear optics","Latex, 17 pages, no figures, submitted to Pramana J",,"10.1007/s12043-001-0008-x",,"nlin.SI nlin.PS",,"  The models of the non-linear optics in which solitons were appeared are
considered. These models are of paramount importance in studies of non-linear
wave phenomena. The classical examples of phenomena of this kind are the
self-focusing, self-induced transparency, and parametric interaction of three
waves. At the present time there are a number of the theories based on
completely integrable systems of equations, which are both generations of the
original known models and new ones. The modified Korteweg-de Vries equation,
the non- linear Schrodinger equation, the derivative non-linear Schrodinger
equation, Sine-Gordon equation, the reduced Maxwell-Bloch equation, Hirota
equation, the principal chiral field equations, and the equations of massive
Thirring model are gradually putting together a list of soliton equations,
which are usually to be found in non-linear optics theory.
","[{""version"":""v1"",""created"":""Thu, 21 Dec 2000 14:17:42 GMT""}]","2009-10-31"
"nucl-ex/0012006","Dr. B. Pfeiffer","G. Lhersonneau (Dep. of Physics, Univ. Jyvaeskylae), B. Pfeiffer, H.
  Gabelmann, K.-L. Kratz (Inst. f. Kernchemie, Univ. Mainz), and the
  ISOLDE-Collaboration (CERN)","Identical transitions in the strongly deformed Sr-99 and Sr-100","31 pages, 7 figures, Phys. Rev. C, in print","Phys.Rev. C63 (2001) 054302","10.1103/PhysRevC.63.054302",,"nucl-ex",,"  The decay of the very neutron-rich nucleus Rb-100 has been studied by
gamma-spectroscopy of on-line mass-separated samples. Schemes for beta-decay to
Sr-100 and beta-n-decay to Sr-99 are presented. New sets of transitions in
Sr-99 and Sr-100 with identical energies are observed. All identical bands so
far observed in neutron-rich Sr isotopes obey a simple energy rule valid for
even-even, odd-even and odd-odd bands.
","[{""version"":""v1"",""created"":""Wed, 20 Dec 2000 22:22:03 GMT""},{""version"":""v2"",""created"":""Fri, 9 Feb 2001 10:20:17 GMT""}]","2009-10-31"
"nucl-th/0012076","Frieder Kleefeld","F. Kleefeld (CFIF, IST, Lisbon, Portugal)","Model-independent definition and determination of electromagnetic
  formfactors and multipole moments","14 pages, no figures; submitted to J. Phys. G",,,"FK-2000-3","nucl-th",,"  A theoretical method for the systematic definition and determination of
Cartesian and spherical electromagnetic (onshell) formfactors and multipole
moments for particles or composite systems from electromagnetic Breit-frame
current distributions is presented. The method presented is free of sign
ambiguities and is not based on the underlying analytical substructure of the
electromagnetic current distributions. By construction the method contains all
higher order momentum derivative terms within the definition of electromagnetic
formfactors and multipole moments, which are not taken into account in a lot of
existing theoretical calculations.
","[{""version"":""v1"",""created"":""Wed, 20 Dec 2000 17:24:18 GMT""}]","2007-05-23"
"nucl-th/0012077","Jorge Sanchez","A. Poves, J. Sanchez-Solano, E. Caurier and F. Nowacki","Shell model study of the isobaric chains A=50, A=51 and A=52","45 pages, 34 figures, Latex. Submitted for publication","Nucl.Phys.A694:157-198,2001","10.1016/S0375-9474(01)00967-8",,"nucl-th",,"  Shell model calculations in the full pf-shell are carried out for the A=50,
51 and 52 isobars. The most frequently used effective interactions for the
pf-shell, KB3 and FPD6 are revisited and their behaviour at the N=28 and Z=28
closures examined. Cures to their -relatively minor- defaults are proposed, and
a new mass dependent version called KB3G is released. Energy spectra,
electromagnetic transitions and moments as well as beta decay properties are
computed and compared with the experiment and with the results of the earlier
interactions. A high quality description is achieved. Other miscellaneous
topics are addressed; the Coulomb energy differences of the yrast states of the
mirror pair 51Mn-51Fe and the systematics of the magnetic moments of the N=28
isotones.
","[{""version"":""v1"",""created"":""Wed, 20 Dec 2000 18:00:13 GMT""}]","2008-11-26"
"nucl-th/0012078","Joseph N. Ginocchio","Joseph N. Ginocchio","A Relativistic Symmetry in Nuclei: Its origins and consequences","Invited Talk for ""Nuclei and Nucleons"", Darmstadt, Germany, Oct.
  11-13,2000; International Symposium on the occasion of Achim Richter's 60th
  Birthday","Nucl.Phys. A690 (2001) 41-51","10.1016/S0375-9474(01)00929-0",,"nucl-th",,"  We review the status of quasi-degenerate doublets in nuclei, called
pseudospin doublets, which were discovered about thirty years ago and the
origins of which have remained a mystery, until recently. We show that
pseudospin doublets originate from an SU(2) symmetry of the Dirac Hamiltonian
which occurs when the sum of the scalar and vector potentials is a constant.
Furthermore, we survey the evidence that pseudospin symmetry is approximately
conserved in nuclear spectra and eigenfunctions and in nucleon-nucleus
scattering for a Dirac Hamiltonian with realistic nuclear scalar and vector
potentials.
","[{""version"":""v1"",""created"":""Wed, 20 Dec 2000 21:19:50 GMT""}]","2009-11-06"
"nucl-th/0012079","Luigi Coraggio","N. Itaco, L. Coraggio, A. Covello and A. Gargano","Particle-Rotor Model Description of Doubly Odd Ta Isotopes","8 pages, 2 figures, talk presented at VIII Convegno di Fisica
  Nucleare Teorica, Cortona, 18-21 Ottobre 2000",,"10.1142/9789812811356_0014",,"nucl-th",,"  The doubly odd Ta isotopes are studied within the framework of the
particle-rotor model. The main aim of this study is to obtain information on
the neutron-proton interaction in deformed nuclei, with particular attention
focused on the role of the tensor force. To this end, both zero-range abd
finite-range phenomenological interactions are considered. Comparison of the
calculated results with experimental data provides evidence of the importance
of the tensor-force effects. We have also performed calculations using a
realistic two-body G matrix for the neutron proton interaction. Some
preliminary results are presented here.
","[{""version"":""v1"",""created"":""Thu, 21 Dec 2000 14:59:51 GMT""}]","2016-11-23"
"physics/0012052","Vladimir Eltsov","A. Finne, L. Groenberg, R. Blaauwgeers, V.B. Eltsov, G. Eska, M.
  Krusius, J.J. Ruohio, R. Schanen, I. Suni","Superconducting Nb-film LC resonator","6 pages, 7 figures, submitted to Review of Scientific Instruments",,"10.1063/1.1394179",,"physics.ins-det",,"  Sputtered Nb thin-film LC resonators for low frequencies at 0.5 MHz have been
fabricated and tested in the temperature range 0.05--1 K in magnetic fields up
to 30 mT. Their Q value increases towards decreasing temperature as sqrt(T) and
reaches 10^3 at 0.05 K. As a function of magnetic field Q is unstable and
displays variations up to 50%, which are reproducible from one field sweep to
the next. These instabilities are attributed to dielectric losses in the plasma
deposited SiO_2 insulation layer, since the thin-film coil alone reaches a Q >
10^5 at 0.05 K.
","[{""version"":""v1"",""created"":""Thu, 21 Dec 2000 10:06:27 GMT""}]","2009-11-06"
"physics/0012053","Yves Elskens","M.-C. Firpo, Y. Elskens (Universite de Provence, Marseille)","Phase transition in the collisionless regime for wave-particle
  interaction","12 pages (RevTeX), 2 figures (PostScript)","Phys. Rev. Lett. 84 (2000) 3318-3321","10.1103/PhysRevLett.84.3318",,"physics.plasm-ph cond-mat.stat-mech math.DS nlin.PS",,"  Gibbs statistical mechanics is derived for the Hamiltonian system coupling
self-consistently a wave to N particles. This identifies Landau damping with a
regime where a second order phase transition occurs. For nonequilibrium initial
data with warm particles, a critical initial wave intensity is found: above it,
thermodynamics predicts a finite wave amplitude in the limit of infinite N;
below it, the equilibrium amplitude vanishes. Simulations support these
predictions providing new insight on the long-time nonlinear fate of the wave
due to Landau damping in plasmas.
","[{""version"":""v1"",""created"":""Thu, 21 Dec 2000 15:21:04 GMT""}]","2009-11-06"
"quant-ph/0012111","Dirk Schlingemann","D. Schlingemann and R.F. Werner","Quantum error-correcting codes associated with graphs","8 pages revtex, 5 figures",,"10.1103/PhysRevA.65.012308",,"quant-ph cs.IT math-ph math.IT math.MP",,"  We present a construction scheme for quantum error correcting codes. The
basic ingredients are a graph and a finite abelian group, from which the code
can explicitly be obtained. We prove necessary and sufficient conditions for
the graph such that the resulting code corrects a certain number of errors.
This allows a simple verification of the 1-error correcting property of
fivefold codes in any dimension. As new examples we construct a large class of
codes saturating the singleton bound, as well as a tenfold code detecting 3
errors.
","[{""version"":""v1"",""created"":""Wed, 20 Dec 2000 16:20:53 GMT""}]","2013-05-29"
"quant-ph/0012112","Steve Huntsman","Steve Huntsman","Quantum simulated annealing","5 pages, pdf only [Finally deleted a blooper paragraph about expected
  runtimes that is only true for Euclidean TSP and has a bum eqn anyway. Does
  not affect anything that matters (temperature v precision etc)]",,,,"quant-ph",,"  The question of whether or not quantum computers can efficiently solve
NP-complete problems is open, although indications are that BQP does not
contain NP. Still, many of these problems are natural candidates for solution
on quantum computers. We outline a thermodynamical formalism for the traveling
salesman problem which allows for its expected polytime solution on a quantum
computer with probability arbitrarily close to unity, given sufficient energy
resources and subject to a weak nondegeneracy constraint on the distances.
Applications to other problems are also discussed.
","[{""version"":""v1"",""created"":""Wed, 20 Dec 2000 16:56:48 GMT""},{""version"":""v2"",""created"":""Thu, 5 Jul 2001 14:19:50 GMT""},{""version"":""v3"",""created"":""Mon, 9 Dec 2002 20:14:24 GMT""}]","2007-05-23"
"quant-ph/0012113","Jaroslav Rehacek","J. Rehacek, L. Mista Jr, J. Fiurasek and J. Perina","Continuously induced coherence without induced emission","about 9 pages including 7 figures. The continuously coupled
  downconvertors are now linked to both the experiment on the induced coherence
  without induced emission and the two-photon interferometer of Ou, Wang, Zou
  and Mandel",,,,"quant-ph",,"  The coherence properties of two downconversion processes continuously coupled
via idler beams are analyzed. We find that the amount of which-way information
about a signal photon carried by idler beams periodically attains its maximum
and minimum in the course of evolution. In correspondence with the famous
experiments by Mandel's group on the induced coherence without induced emission
the coherence of signal beams is governed by that information. The ideal
which-way measurement is constructed.
","[{""version"":""v1"",""created"":""Wed, 20 Dec 2000 19:09:07 GMT""},{""version"":""v2"",""created"":""Tue, 16 Jan 2001 12:30:11 GMT""}]","2007-05-23"
"quant-ph/0012114","Xiaodong Xu","Jiangfeng Du, Mingjun Shi, Jihui Wu, Xianyi Zhou, Yangmei Fan,
  BangJiao Ye, Rongdian Han","Implementation of a quantum algorithm to solve Bernstein-Vazirani's
  parity problem without entanglement on an ensemble quantum computer",,,"10.1103/PhysRevA.64.042306",,"quant-ph",,"  Bernstein and Varizani have given the first quantum algorithm to solve parity
problem in which a strong violation of the classical imformation theoritic
bound comes about. In this paper, we refine this algorithm with fewer resource
and implement a two qubits algorithm in a single query on an ensemble quantum
computer for the first time.
","[{""version"":""v1"",""created"":""Thu, 21 Dec 2000 07:01:44 GMT""}]","2009-11-06"
"quant-ph/0012115","Alberto Barchielli","Alberto Barchielli","Entropy and information gain in quantum continual measurements","8 pages. Submitted to Proceedings of ""Quantum Communication,
  Computing, and Measurements (Capri, Italy, July 2000)""","Quantum Communication, Computing, and Measurement 3, P. Tombesi
  and O. Hirota (eds.) (Kluwer, New York, 2001) pp. 49-57",,"430/P","quant-ph",,"  The theory of measurements continuous in time in quantum mechanics (quantum
continual measurements) has been formulated by using the notions of instrument,
positive operator valued measure, etc., by using quantum stochastic
differential equations and by using classical stochastic differential equations
(SDE's) for vectors in Hilbert spaces or for trace-class operators. In the same
times Ozawa made developments in the theory of instruments and introduced the
related notions of a posteriori states and of information gain [1].
  In this paper we introduce a simple class of SDE's relevant to the theory of
continual measurements and we recall how they are related to instruments and a
posteriori states and, so, to the general formulation of quantum mechanics.
Then we introduce and use the notion of information gain and the other results
of the paper [1] inside the theory of continual measurements.
  [1] M. Ozawa, On information gain by quantum measurements of continuous
observables, J. Math. Phys. 27 (1986) 759-763.
","[{""version"":""v1"",""created"":""Thu, 21 Dec 2000 08:10:59 GMT""}]","2007-05-23"
"quant-ph/0012116","Arvind","Arvind","Quantum Entanglement and Quantum Computational Algorithms","9-pages latex, lecture given at the International Winter Institute on
  Foundations of Quantum Theory and Quantum Optics, SNBNCBS, Calcutta, India","Pramana Jr. of Physics 56, 357-365 (2001)","10.1007/s12043-001-0130-9",,"quant-ph",,"  The existence of entangled quantum states gives extra power to quantum
computers over their classical counterparts. Quantum entanglement shows up
qualitatively at the level of two qubits. We show that if no entanglement is
envolved then whatever one can do with qubits can also be done with classical
optical systems. We demonstrate that the one- and the two-bit Deutsch-Jozsa
algorithm does not require entanglement and can be mapped onto a classical
optical scheme. It is only for three and more input bits that the DJ algorithm
requires the implementation of entangling transformations and in these cases it
is impossible to implement this algorithm classically.
","[{""version"":""v1"",""created"":""Thu, 21 Dec 2000 08:40:00 GMT""}]","2009-11-06"
"quant-ph/0012117","Mikhail Ioffe","F.Cannata (Bologna), M.Ioffe (S.Petersburg)","Exactly Solvable Three-body SUSY Systems with Internal Degrees of
  Freedom","13 pages, LATEX","J.Phys.A34:1129-1140,2001","10.1088/0305-4470/34/6/305",,"quant-ph cond-mat hep-th nlin.SI",,"  The approach of multi-dimensional SUSY Quantum Mechanics is used in an
explicit construction of exactly solvable 3-body (and quasi-exactly-solvable
$N$-body) matrix problems on a line. From intertwining relations with
time-dependent operators, we build exactly solvable non-stationary scalar and
$2\times 2$ matrix 3-body models which are time-dependent extensions of the
Calogero model. Finally, we investigate the invariant operators associated to
these systems.
","[{""version"":""v1"",""created"":""Thu, 21 Dec 2000 10:31:14 GMT""}]","2016-09-08"
"quant-ph/0012118","Anirban Roy","Sibasish Ghosh, Guruprasad Kar, Anirban Roy, Debasis Sarkar, Ujjwal
  Sen","Teleporting Noncommuting Qubits Require Maximal Entanglement","4 pages, Latex",,,,"quant-ph",,"  Very recently, it was shown by Ghosh, Kar, Roy and Sen (\emph{Entanglement
vs. Noncommutativity in Teleportation}, quant-ph/0010012) that if it is \emph{a
priori} known that the state to be teleported is from a commuting set of
qubits, a separable channel is sufficient. We show that 1 ebit of entanglement
is a necessary resource to teleport a qubit even when it is known to be one of
two noncommuting states.
","[{""version"":""v1"",""created"":""Thu, 21 Dec 2000 13:42:47 GMT""}]","2016-09-08"
